Year|Prov|Grade|Group|Tot|Grads|Perc
13/14| Prov |01|FEM|21804|21191|97
13/14| Prov |01|MAL|22979|22371|97
13/14| Prov |01|AB|4921|4731|96
13/14| Prov |01|ELL|9072|8762|97
13/14| Prov |01|FRI|4807|4688|98
13/14| Prov |01|SN|601|583|97
13/14| Prov |01|XAB|39862|38831|97
13/14| Prov |02|ALL|43325|42219|97
13/14| Prov |02|FEM|21084|20579|98
13/14| Prov |02|MAL|22241|21640|97
13/14| Prov |02|AB|4829|4650|96
13/14| Prov |02|ELL|8584|8300|97
13/14| Prov |02|FRI|4407|4342|99
13/14| Prov |02|SN|907|880|97
13/14| Prov |02|XAB|38496|37569|98
13/14| Prov |03|ALL|42952|42014|98
13/14| Prov |03|FEM|21047|20583|98
13/14| Prov |03|MAL|21905|21431|98
13/14| Prov |03|AB|4860|4732|97
13/14| Prov |03|ELL|8547|8318|97
13/14| Prov |03|FRI|3865|3807|98
13/14| Prov |03|SN|1260|1236|98
13/14| Prov |03|XAB|38092|37282|98
13/14| Prov |04|ALL|43054|42060|98
13/14| Prov |04|FEM|20956|20473|98
13/14| Prov |04|MAL|22098|21587|98
13/14| Prov |04|AB|4938|4771|97
13/14| Prov |04|ELL|8343|8111|97
13/14| Prov |04|FRI|3736|3677|98
13/14| Prov |04|SN|1876|1834|98
13/14| Prov |04|XAB|38116|37289|98
13/14| Prov |05|ALL|43395|42399|98
13/14| Prov |05|FEM|21185|20693|98
13/14| Prov |05|MAL|22210|21706|98
13/14| Prov |05|AB|5099|4961|97
13/14| Prov |05|ELL|4430|4244|96
13/14| Prov |05|FRI|3654|3612|99
13/14| Prov |05|SN|2470|2433|99
13/14| Prov |05|XAB|38296|37438|98
13/14| Prov |06|ALL|43425|42416|98
13/14| Prov |06|FEM|21021|20547|98
13/14| Prov |06|MAL|22404|21869|98
13/14| Prov |06|AB|5079|4934|97
13/14| Prov |06|ELL|3469|3293|95
13/14| Prov |06|FRI|4956|4884|99
13/14| Prov |06|SN|2900|2842|98
13/14| Prov |06|XAB|38346|37482|98
13/14| Prov |07|ALL|44154|43201|98
13/14| Prov |07|FEM|21482|21011|98
13/14| Prov |07|MAL|22672|22190|98
13/14| Prov |07|AB|5036|4887|97
13/14| Prov |07|ELL|3119|2982|96
13/14| Prov |07|FRI|4694|4644|99
13/14| Prov |07|SN|3161|3092|98
13/14| Prov |07|XAB|39118|38314|98
13/14| Prov |08|ALL|45323|44070|97
13/14| Prov |08|FEM|21991|21429|97
13/14| Prov |08|MAL|23332|22641|97
13/14| Prov |08|AB|5250|5002|95
13/14| Prov |08|ELL|2403|2279|95
13/14| Prov |08|FRI|3836|3788|99
13/14| Prov |08|SN|3435|3320|97
13/14| Prov |08|XAB|40073|39068|97
13/14| Prov |09|ALL|46571|44991|97
13/14| Prov |09|FEM|22717|21969|97
13/14| Prov |09|MAL|23854|23022|97
13/14| Prov |09|AB|5266|4892|93
13/14| Prov |09|ELL|1984|1879|95
13/14| Prov |09|FRI|3375|3343|99
13/14| Prov |09|SN|3733|3532|95
13/14| Prov |09|XAB|41305|40099|97
13/14| Prov |10|ALL|50015|46439|93
13/14| Prov |10|FEM|24670|22827|93
13/14| Prov |10|MAL|25345|23612|93
13/14| Prov |10|AB|5392|4718|88
13/14| Prov |10|ELL|2033|1890|93
13/14| Prov |10|FRI|2890|2859|99
13/14| Prov |10|SN|4067|3656|90
13/14| Prov |10|XAB|44623|41721|93
13/14| Prov |11|ALL|52983|47030|89
13/14| Prov |11|FEM|25757|22945|89
13/14| Prov |11|MAL|27226|24085|88
13/14| Prov |11|AB|5450|4266|78
13/14| Prov |11|ELL|1981|1637|83
13/14| Prov |11|FRI|2574|2537|99
13/14| Prov |11|SN|4123|3489|85
13/14| Prov |11|XAB|47533|42764|90
14/15| Prov |01|ALL|45491|44402|98
14/15| Prov |01|FEM|22015|21498|98
14/15| Prov |01|MAL|23476|22904|98
14/15| Prov |01|AB|4775|4628|97
14/15| Prov |01|ELL|9176|8888|97
14/15| Prov |01|FRI|4975|4870|98
14/15| Prov |01|SN|556|532|96
14/15| Prov |01|XAB|40716|39774|98
14/15| Prov |02|ALL|45451|44422|98
14/15| Prov |02|FEM|22146|21623|98
14/15| Prov |02|MAL|23305|22799|98
14/15| Prov |02|AB|4900|4756|97
14/15| Prov |02|ELL|9093|8838|97
14/15| Prov |02|FRI|4529|4430|98
14/15| Prov |02|SN|917|892|97
14/15| Prov |02|XAB|40551|39666|98
14/15| Prov |03|ALL|43920|42931|98
14/15| Prov |03|FEM|21418|20953|98
14/15| Prov |03|MAL|22502|21978|98
14/15| Prov |03|AB|4833|4710|97
14/15| Prov |03|ELL|8555|8288|97
14/15| Prov |03|FRI|4201|4122|98
14/15| Prov |03|SN|1322|1283|97
14/15| Prov |03|XAB|39087|38221|98
14/15| Prov |04|ALL|43719|42781|98
14/15| Prov |04|FEM|21426|20955|98
14/15| Prov |04|MAL|22293|21826|98
14/15| Prov |04|AB|4882|4758|97
14/15| Prov |04|ELL|8446|8230|97
14/15| Prov |04|FRI|3661|3588|98
14/15| Prov |04|SN|1861|1806|97
14/15| Prov |04|XAB|38837|38023|98
14/15| Prov |05|ALL|43821|42863|98
14/15| Prov |05|FEM|21307|20854|98
14/15| Prov |05|MAL|22514|22009|98
14/15| Prov |05|AB|4926|4810|98
14/15| Prov |05|ELL|4683|4495|96
14/15| Prov |05|FRI|3709|3642|98
14/15| Prov |05|SN|2491|2437|98
14/15| Prov |05|XAB|38895|38053|98
14/15| Prov |06|ALL|44144|43149|98
14/15| Prov |06|FEM|21505|21034|98
14/15| Prov |06|MAL|22639|22115|98
14/15| Prov |06|AB|5121|4978|97
14/15| Prov |06|ELL|3299|3157|96
14/15| Prov |06|FRI|4868|4799|99
14/15| Prov |06|SN|2939|2865|97
14/15| Prov |06|XAB|39023|38171|98
14/15| Prov |07|ALL|44102|43198|98
14/15| Prov |07|FEM|21366|20920|98
14/15| Prov |07|MAL|22736|22278|98
14/15| Prov |07|AB|5082|4943|97
14/15| Prov |07|ELL|3025|2886|95
14/15| Prov |07|FRI|4699|4654|99
14/15| Prov |07|SN|3218|3156|98
14/15| Prov |07|XAB|39020|38255|98
14/15| Prov |08|ALL|45211|44047|97
14/15| Prov |08|FEM|21945|21390|97
14/15| Prov |08|MAL|23266|22657|97
14/15| Prov |08|AB|5051|4812|95
14/15| Prov |08|ELL|2275|2167|95
14/15| Prov |08|FRI|3843|3803|99
14/15| Prov |08|SN|3527|3421|97
14/15| Prov |08|XAB|40160|39235|98
14/15| Prov |09|ALL|46525|44868|96
14/15| Prov |09|FEM|22594|21811|97
14/15| Prov |09|MAL|23931|23057|96
14/15| Prov |09|AB|5205|4845|93
14/15| Prov |09|ELL|2107|2004|95
14/15| Prov |09|FRI|3448|3417|99
14/15| Prov |09|SN|3682|3480|95
14/15| Prov |09|XAB|41320|40023|97
14/15| Prov |10|ALL|49706|46210|93
14/15| Prov |10|FEM|24386|22616|93
14/15| Prov |10|MAL|25320|23594|93
14/15| Prov |10|AB|5268|4690|89
14/15| Prov |10|ELL|1832|1703|93
14/15| Prov |10|FRI|3048|3011|99
14/15| Prov |10|SN|4016|3646|91
14/15| Prov |10|XAB|44438|41520|93
14/15| Prov |11|ALL|52003|46496|89
14/15| Prov |11|FEM|25579|22968|90
14/15| Prov |11|MAL|26424|23528|89
14/15| Prov |11|AB|5250|4339|83
14/15| Prov |11|ELL|1646|1424|87
14/15| Prov |11|FRI|2677|2647|99
14/15| Prov |11|SN|4269|3646|85
14/15| Prov |11|XAB|46753|42157|90
